mixture_ID,mixture_path,source_1_path,source_2_path,length
8747-293952-0007_6476-57446-0065,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/8747-293952-0007_6476-57446-0065.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/8747-293952-0007_6476-57446-0065.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/8747-293952-0007_6476-57446-0065.wav,239440.0
5022-29405-0028_7859-102519-0045,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5022-29405-0028_7859-102519-0045.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5022-29405-0028_7859-102519-0045.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5022-29405-0028_7859-102519-0045.wav,247520.0
32-4137-0036_233-134440-0004,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/32-4137-0036_233-134440-0004.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/32-4137-0036_233-134440-0004.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/32-4137-0036_233-134440-0004.wav,223040.0
7113-86041-0082_8425-292520-0010,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/7113-86041-0082_8425-292520-0010.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/7113-86041-0082_8425-292520-0010.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/7113-86041-0082_8425-292520-0010.wav,269120.0
8095-274346-0046_1502-122619-0096,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/8095-274346-0046_1502-122619-0096.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/8095-274346-0046_1502-122619-0096.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/8095-274346-0046_1502-122619-0096.wav,214400.0
5390-30096-0006_7113-86041-0064,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5390-30096-0006_7113-86041-0064.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5390-30096-0006_7113-86041-0064.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5390-30096-0006_7113-86041-0064.wav,227600.0
1040-133433-0015_2836-5355-0004,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1040-133433-0015_2836-5355-0004.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1040-133433-0015_2836-5355-0004.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1040-133433-0015_2836-5355-0004.wav,91360.0
311-124404-0082_125-121124-0011,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/311-124404-0082_125-121124-0011.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/311-124404-0082_125-121124-0011.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/311-124404-0082_125-121124-0011.wav,224160.0
5561-39621-0041_2384-152900-0029,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5561-39621-0041_2384-152900-0029.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5561-39621-0041_2384-152900-0029.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5561-39621-0041_2384-152900-0029.wav,219680.0
1737-142397-0012_831-130739-0057,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1737-142397-0012_831-130739-0057.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1737-142397-0012_831-130739-0057.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1737-142397-0012_831-130739-0057.wav,273760.0
4640-19187-0024_426-122821-0030,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/4640-19187-0024_426-122821-0030.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/4640-19187-0024_426-122821-0030.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/4640-19187-0024_426-122821-0030.wav,208880.0
2836-5354-0045_481-123720-0057,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/2836-5354-0045_481-123720-0057.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/2836-5354-0045_481-123720-0057.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/2836-5354-0045_481-123720-0057.wav,226480.0
2952-410-0030_1594-135914-0053,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/2952-410-0030_1594-135914-0053.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/2952-410-0030_1594-135914-0053.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/2952-410-0030_1594-135914-0053.wav,231040.0
3168-173564-0032_2836-5354-0019,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/3168-173564-0032_2836-5354-0019.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/3168-173564-0032_2836-5354-0019.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/3168-173564-0032_2836-5354-0019.wav,244800.0
248-130652-0013_5703-47198-0054,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/248-130652-0013_5703-47198-0054.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/248-130652-0013_5703-47198-0054.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/248-130652-0013_5703-47198-0054.wav,236320.0
254-27760-0033_6415-116629-0033,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/254-27760-0033_6415-116629-0033.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/254-27760-0033_6415-116629-0033.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/254-27760-0033_6415-116629-0033.wav,221360.0
6081-42010-0009_8629-261140-0016,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/6081-42010-0009_8629-261140-0016.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/6081-42010-0009_8629-261140-0016.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/6081-42010-0009_8629-261140-0016.wav,255120.0
1502-122619-0021_1553-140048-0033,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1502-122619-0021_1553-140048-0033.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1502-122619-0021_1553-140048-0033.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1502-122619-0021_1553-140048-0033.wav,263200.0
2391-145015-0043_3240-131231-0016,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/2391-145015-0043_3240-131231-0016.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/2391-145015-0043_3240-131231-0016.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/2391-145015-0043_3240-131231-0016.wav,247920.0
4214-7146-0000_8123-275193-0023,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/4214-7146-0000_8123-275193-0023.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/4214-7146-0000_8123-275193-0023.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/4214-7146-0000_8123-275193-0023.wav,202000.0
1502-122619-0020_7794-295948-0005,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1502-122619-0020_7794-295948-0005.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1502-122619-0020_7794-295948-0005.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1502-122619-0020_7794-295948-0005.wav,227920.0
6848-252323-0027_6476-57446-0047,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/6848-252323-0027_6476-57446-0047.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/6848-252323-0027_6476-57446-0047.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/6848-252323-0027_6476-57446-0047.wav,230160.0
322-124147-0071_6529-62554-0052,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/322-124147-0071_6529-62554-0052.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/322-124147-0071_6529-62554-0052.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/322-124147-0071_6529-62554-0052.wav,209920.0
2416-152139-0043_3879-173592-0027,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/2416-152139-0043_3879-173592-0027.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/2416-152139-0043_3879-173592-0027.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/2416-152139-0043_3879-173592-0027.wav,243840.0
5022-29405-0036_248-130652-0009,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5022-29405-0036_248-130652-0009.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5022-29405-0036_248-130652-0009.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5022-29405-0036_248-130652-0009.wav,247360.0
5104-33406-0037_1447-130550-0003,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5104-33406-0037_1447-130550-0003.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5104-33406-0037_1447-130550-0003.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5104-33406-0037_1447-130550-0003.wav,261600.0
6078-54013-0074_125-121124-0043,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/6078-54013-0074_125-121124-0043.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/6078-54013-0074_125-121124-0043.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/6078-54013-0074_125-121124-0043.wav,254720.0
5322-7678-0026_2817-142371-0024,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5322-7678-0026_2817-142371-0024.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5322-7678-0026_2817-142371-0024.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5322-7678-0026_2817-142371-0024.wav,260800.0
322-124147-0004_27-123349-0035,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/322-124147-0004_27-123349-0035.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/322-124147-0004_27-123349-0035.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/322-124147-0004_27-123349-0035.wav,203280.0
1081-125237-0078_446-123501-0011,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/1081-125237-0078_446-123501-0011.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/1081-125237-0078_446-123501-0011.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/1081-125237-0078_446-123501-0011.wav,254480.0
887-123289-0008_1363-139304-0030,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/887-123289-0008_1363-139304-0030.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/887-123289-0008_1363-139304-0030.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/887-123289-0008_1363-139304-0030.wav,244720.0
211-122442-0083_1455-134435-0006,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/211-122442-0083_1455-134435-0006.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/211-122442-0083_1455-134435-0006.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/211-122442-0083_1455-134435-0006.wav,91040.0
5192-19396-0019_625-132112-0011,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5192-19396-0019_625-132112-0011.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5192-19396-0019_625-132112-0011.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5192-19396-0019_625-132112-0011.wav,243360.0
5192-19396-0030_8312-279790-0020,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5192-19396-0030_8312-279790-0020.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5192-19396-0030_8312-279790-0020.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5192-19396-0030_8312-279790-0020.wav,238400.0
5652-19215-0019_2182-181173-0023,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5652-19215-0019_2182-181173-0023.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5652-19215-0019_2182-181173-0023.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5652-19215-0019_2182-181173-0023.wav,212080.0
2002-139469-0032_1355-39947-0072,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/2002-139469-0032_1355-39947-0072.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/2002-139469-0032_1355-39947-0072.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/2002-139469-0032_1355-39947-0072.wav,242000.0
332-128985-0000_1088-134315-0032,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/332-128985-0000_1088-134315-0032.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/332-128985-0000_1088-134315-0032.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/332-128985-0000_1088-134315-0032.wav,251920.0
233-134440-0008_27-124992-0061,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/233-134440-0008_27-124992-0061.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/233-134440-0008_27-124992-0061.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/233-134440-0008_27-124992-0061.wav,190560.0
374-180298-0002_1455-138263-0026,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/374-180298-0002_1455-138263-0026.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/374-180298-0002_1455-138263-0026.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/374-180298-0002_1455-138263-0026.wav,262640.0
26-495-0059_3214-167606-0007,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/26-495-0059_3214-167606-0007.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/26-495-0059_3214-167606-0007.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/26-495-0059_3214-167606-0007.wav,226400.0
426-122819-0013_911-128684-0063,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/426-122819-0013_911-128684-0063.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/426-122819-0013_911-128684-0063.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/426-122819-0013_911-128684-0063.wav,239520.0
4788-91208-0005_3374-298026-0011,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/4788-91208-0005_3374-298026-0011.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/4788-91208-0005_3374-298026-0011.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/4788-91208-0005_3374-298026-0011.wav,258080.0
60-121082-0054_2989-138028-0011,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/60-121082-0054_2989-138028-0011.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/60-121082-0054_2989-138028-0011.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/60-121082-0054_2989-138028-0011.wav,253840.0
8975-270782-0052_1334-135589-0051,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/8975-270782-0052_1334-135589-0051.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/8975-270782-0052_1334-135589-0051.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/8975-270782-0052_1334-135589-0051.wav,234640.0
5750-100289-0050_460-172359-0097,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5750-100289-0050_460-172359-0097.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5750-100289-0050_460-172359-0097.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5750-100289-0050_460-172359-0097.wav,241760.0
5703-47212-0041_7635-105661-0028,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/5703-47212-0041_7635-105661-0028.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/5703-47212-0041_7635-105661-0028.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/5703-47212-0041_7635-105661-0028.wav,220240.0
201-122255-0026_8468-294887-0005,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/201-122255-0026_8468-294887-0005.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/201-122255-0026_8468-294887-0005.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/201-122255-0026_8468-294887-0005.wav,239680.0
2196-170379-0009_198-209-0004,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/2196-170379-0009_198-209-0004.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/2196-170379-0009_198-209-0004.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/2196-170379-0009_198-209-0004.wav,253840.0
4267-78186-0016_911-128684-0002,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/4267-78186-0016_911-128684-0002.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/4267-78186-0016_911-128684-0002.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/4267-78186-0016_911-128684-0002.wav,248000.0
412-126975-0013_5322-7680-0026,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/412-126975-0013_5322-7680-0026.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/412-126975-0013_5322-7680-0026.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/412-126975-0013_5322-7680-0026.wav,248160.0
7800-283492-0005_5049-25947-0039,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/7800-283492-0005_5049-25947-0039.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/7800-283492-0005_5049-25947-0039.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/7800-283492-0005_5049-25947-0039.wav,237519.0
8629-261139-0002_5808-48608-0052,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/8629-261139-0002_5808-48608-0052.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/8629-261139-0002_5808-48608-0052.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/8629-261139-0002_5808-48608-0052.wav,205440.0
254-12312-0013_6147-34605-0030,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/254-12312-0013_6147-34605-0030.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/254-12312-0013_6147-34605-0030.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/254-12312-0013_6147-34605-0030.wav,266000.0
7059-77900-0004_2911-7601-0031,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/7059-77900-0004_2911-7601-0031.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/7059-77900-0004_2911-7601-0031.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/7059-77900-0004_2911-7601-0031.wav,245440.0
412-126975-0001_200-124139-0014,/share/corpus/Libri2Mix/wav16k/max/train-100/mix_clean/412-126975-0001_200-124139-0014.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s1/412-126975-0001_200-124139-0014.wav,/share/corpus/Libri2Mix/wav16k/max/train-100/s2/412-126975-0001_200-124139-0014.wav,233920.0
